"yyyymm"	"Cnsmr"	"Manuf"	"HiTec"	"Hlth"	"Other"	"b.m"	"ntis"	"infl"
192612	3.62	2.76	1.03	0.11	3.4	0.441475827	0.0508852104	0
192701	-1.19	0.15	0.46	5.05	1.51	0.4437056454	0.050832763	-0.011299435
192702	5.28	4	4.19	1.71	5.06	0.4285008644	0.0516809667	-0.0057142857
192703	1.64	-1.43	3.65	1.01	1.27	0.4697651174	0.0463699163	-0.0057471264
192704	3.52	-1.13	1.35	2.74	0.86	0.4567541302	0.0505179017	0
192705	6.09	5.67	5.28	4.12	6.43	0.4347826087	0.0552790327	0.0057803468
192706	-1.95	-3.03	0.51	0.54	-2.11	0.4523852494	0.0588256372	0.0114942529
192707	8.69	7.51	7.59	9.84	6.09	0.414553473	0.0597541787	-0.0170454545
192708	5.23	1.97	2.94	0.28	-1.06	0.3962274092	0.0545259274	-0.0057803468
192709	5.89	4.9	3.93	5.65	4.6	0.380586062	0.0946167888	0.0058139535
192710	-3	-4.7	-4.54	5.13	-3.79	0.4138006933	0.0943707272	0.0057803468
192711	7.75	7.7	6.52	3.68	4.5	0.3793955905	0.082270951	-0.0057471264
192712	3.61	2.2	1.28	-0.46	1.98	0.3746885899	0.076474752	0
192801	-1.21	0.18	-0.03	2.69	-0.99	0.3786696208	0.0626051546	0
192802	-1.53	-1.11	-0.38	-1.38	-2	0.3860765992	0.0551726339	-0.0115606936
192803	13.88	6.96	10.32	10.54	6.09	0.363254838	0.0543639372	0
192804	0.44	7.69	2.7	2.35	4.22	0.3680952606	0.0493720638	0
192805	3.51	0.1	4.36	9.27	0.01	0.3543969792	0.0471873758	0.0058479532
192806	-4.05	-4.35	-5.12	-3.15	-4.27	0.3702999477	0.0502987889	-0.0058139535
192807	2.2	1.03	-0.29	2.39	-0.36	0.3606481481	0.0593803298	0
192808	8.99	6.28	7.23	14.57	4.75	0.3240297825	0.0573989063	0
192809	3.66	4.44	0.42	-1.14	1.98	0.3281658101	0.0279800569	0.0116959064
192810	1.69	2.39	2.38	0.05	-0.42	0.3089308376	0.0340193716	-0.0057803468
192811	7.8	16.03	13.46	5.05	10.02	0.2655259391	0.0383720096	0
192812	-1.01	0.51	3.78	-0.41	0.45	0.2596666667	0.0630687383	-0.0058139535
192901	0.68	6.05	11.7	3.43	5.59	0.2453466033	0.0784486564	0
192902	-1.52	1.34	-0.9	0.05	0.02	0.2454238997	0.0717831373	0
192903	-3.62	1.09	4.41	-1.5	-2.16	0.2723004695	0.0798045664	-0.0058479532
192904	1.1	2.45	2.48	1.48	0.44	0.2633969119	0.0993226329	-0.0058823529
192905	-9.69	-5.67	-3.68	-7.84	0.03	0.2827746209	0.1179866681	0.0059171598
192906	7.01	12.32	15.73	4.52	5.73	0.2535805819	0.1161973604	0.0058823529
192907	0.38	4.54	10.97	2.59	6.61	0.2418751798	0.1106879396	0.0116959064
192908	4.94	9.69	11.92	3.09	7.82	0.2211237609	0.115277315	0
192909	-5.72	-3.94	-5.1	-7.02	-6.44	0.2448682487	0.1213901177	0
192910	-20.45	-20.47	-22.65	-18.02	-11.88	0.307484187	0.159611836	0
192911	-12.2	-12.35	-14.84	-7.9	-9.58	0.3519564763	0.1770397921	0
192912	0.15	2.35	6.1	1.11	-0.49	0.3384578236	0.1635221721	-0.0057803468
193001	5.54	5.04	6.32	2.55	4.76	0.3148162012	0.1533141989	-0.0058139535
193002	0.47	2.23	7.45	3.15	3.29	0.3102061894	0.1592556286	-0.0058479532
193003	3.86	10.15	8.41	5.99	4.79	0.3191191891	0.1454961766	-0.0058823529
193004	-1.71	-1.07	-0.84	-1.27	-6.55	0.3269705977	0.1296808921	0.0059171598
193005	1.86	-2.15	-2.4	-1.49	-0.93	0.3319155124	0.1249268071	-0.0058823529
193006	-15.66	-16.97	-14.85	-13.34	-11.82	0.4033754529	0.1310010449	-0.0059171598
193007	5.4	4.64	2.78	6.52	3.46	0.3901876149	0.1405508333	-0.0119047619
193008	1.56	-0.43	2	7.71	-0.36	0.3797521005	0.121494954	-0.0060240964
193009	-11.51	-13.57	-12.35	-8.7	-10.56	0.4455832113	0.1272003762	0.0060606061
193010	-7.46	-9.06	-10.87	-4.37	-8.43	0.4979547314	0.129491358	-0.0060240964
193011	2.04	-3.75	-3.27	-3.23	-5.17	0.5046708308	0.1377528675	-0.0060606061
193012	-5.83	-7.8	-7.09	-6.79	-8.81	0.5547454126	0.1138858911	-0.0182926829
193101	6.47	4.5	4.99	8.23	11.83	0.5391520019	0.089710832	-0.0124223602
193102	11.35	12.07	13.43	7.81	5.52	0.4796679626	0.082533364	-0.0125786164
193103	-2.64	-7.06	-5.64	1.8	-9.41	0.529125087	0.0739691724	-0.0063694268
193104	-5.9	-12.3	-8.48	-3.62	-9.88	0.6032144983	0.0777687853	-0.0064102564
193105	-10.64	-13.86	-10.76	-10.26	-17.44	0.7099486221	0.0713674036	-0.0129032258
193106	11.01	15.12	13.99	9.69	16.34	0.6072712745	0.0637461202	-0.0130718954
193107	-2.84	-7.23	-7.25	2.61	-9.91	0.6736095723	0.0339939666	0
193108	-0.32	1.32	2.02	0.39	-3.9	0.654185496	0.0201448096	0
193109	-28.58	-30.86	-26.78	-29.45	-26.5	0.9440016561	0.0303524609	-0.0066225166
193110	9.99	9.38	7.02	11.26	1.88	0.8771761085	0.0112531729	-0.0066666667
193111	-5.42	-7.29	-9.77	-2.79	-19.2	0.9715564078	0.003378334	-0.0134228188
193112	-10.69	-15.53	-10.06	-4.1	-16.48	1.1707317073	-0.0129441955	-0.0068027211
193201	-0.41	-2.19	-6.74	-2.66	6.71	1.1913781842	-0.0115774352	-0.0205479452
193202	4.33	6.96	9.78	2.05	-0.19	1.1198428291	-0.0157276692	-0.013986014
193203	-10.33	-9.7	-11.41	-6.41	-15.99	1.1858624454	-0.0084155117	-0.0070921986
193204	-15.89	-18.19	-16.23	-19.77	-22.34	1.5537278741	-0.0154750877	-0.0071428571
193205	-22.7	-17.84	-16.06	-34.08	-30.03	1.9423334823	-0.0340510446	-0.0143884892
193206	-0.75	1.23	-5.41	11.05	-2.01	2.0284780579	-0.0406886277	-0.0072992701
193207	28.44	35.86	24.4	29.18	55.78	1.6125440713	-0.0291765092	0
193208	28.96	37.21	33.84	35.87	58.75	1.1878075451	-0.0150632226	-0.0073529412
193209	1.9	-5.19	-1.82	-11.92	-4.13	1.2143655674	0.0007049814	-0.0074074074
193210	-14.57	-11.22	-11.87	-18.56	-18.01	1.4038772213	-0.0028734808	-0.0074626866
193211	-5.92	-6.63	-3.36	5.53	-6.88	1.5421472937	-0.0033213911	-0.007518797
193212	4.21	4.23	4.82	6.82	4.9	1.4420843014	-0.005031571	-0.0075757576
193301	2.25	-0.93	0.65	-1.13	8.54	1.4269293924	-0.0064898135	-0.0152671756
193302	-14.05	-17.32	-11.55	-10.82	-16.42	1.6909904651	-0.0058167549	-0.015503876
193303	9.79	1.84	-2.51	-3.16	3.8	1.476534296	-0.021882756	-0.0078740157
193304	43.67	43.53	25.52	37.13	30.73	1.1190150479	-0.006368252	0
193305	16.46	22.17	18.29	23.49	31.5	0.9283849733	-0.0030009102	0
193306	13.98	13.16	10.62	10.39	14.51	0.8335031588	0.0007615701	0.0079365079
193307	-8.18	-12.04	-6.94	-19.11	-6.67	0.9011788036	0.0027143126	0.031496063
193308	12.01	13.05	7.59	-0.38	14.6	0.7987501221	0.0021474203	0.0076335878
193309	-9.79	-9.93	-8.79	-1.31	-16.41	0.8679966044	-0.0004583629	0
193310	-9.1	-6.99	-8.08	-6.02	-10.84	0.9278584392	0.0034631395	0
193311	12.06	10.72	8.12	9.4	5.34	0.8335031588	0.0059235947	0
193312	2.04	2.21	-1.86	-11.73	4.7	0.8290260464	0.0061958281	0
193401	12.49	11.77	9.78	16.77	18.55	0.7629173662	0.0035583231	0
193402	-2.36	-2.99	-1.24	-3.59	-1.89	0.790643727	0.0055949443	0.0075757576
193403	1	-1.36	1.99	-0.64	0.83	0.8025122121	0.0096063281	0
193404	-0.9	-2.69	-1.67	8	-1.65	0.8010747338	0.0078287967	0
193405	-6.92	-8.07	-5.18	-0.38	-7.35	0.8563829787	0.0076523036	0
193406	1.78	3.31	1.87	2.04	3.1	0.8407310705	0.00598278	0.007518797
193407	-8.05	-11.92	-7.27	-1.89	-17.28	0.9142532652	0.0029100957	0
193408	5.9	6.26	4.05	-3.05	4.44	0.8668964032	0.0199590079	0
193409	0.88	-1.11	1.07	0.8	-0.35	0.8703643637	0.0194411438	0.0149253731
193410	0.21	-2.81	-1.33	-0.71	-2.21	0.8622536418	0.0238994302	-0.0073529412
193411	10.93	9.14	4.01	4.07	5.63	0.7820089372	0.020713039	0
193412	0.17	0.37	1.16	0.62	-0.17	0.7737408689	0.0208147193	-0.0074074074
193501	-4.3	-3.07	0.21	-0.86	-6.71	0.791621595	0.020999508	0.0149253731
193502	-0.12	-3.45	0.68	4.25	-4.7	0.7862863841	0.0147107813	0.0073529412
193503	-4.84	-2.72	-2.18	-3.14	-5.32	0.8007541179	0.0120481999	0
193504	5.9	11.11	9.6	3.18	8.75	0.7373229785	0.0190957253	0.0072992701
193505	1.88	3.79	5.95	-4.02	3.89	0.7293926247	0.0193000161	0
193506	6.72	5.35	6.33	4.09	6.32	0.6818181818	0.0193458521	-0.0072463768
193507	8.13	7.27	7.35	3.19	7.27	0.6393091975	0.0174097747	0
193508	2.42	2.3	3.7	0.29	3.39	0.6336866902	0.0049816151	0
193509	3.88	1.24	5.76	1.11	0.63	0.6117343845	0.0080266211	0
193510	6.59	9.02	5.59	5.97	2.4	0.5775010734	0.0029507271	0
193511	2.28	3.54	7.97	1.74	13.19	0.5669523676	0.0022194292	0.0072992701
193512	2.65	6.81	1.45	2.35	4.3	0.5599111913	0.0086888346	0
193601	2.21	9.03	5.21	3.46	12.15	0.5398354405	0.0089077281	0
193602	1.78	2.51	3.73	3.45	2.79	0.5290762473	0.0137604535	0
193603	2.93	2	-1.91	3.52	-2.96	0.5276960471	0.0134560371	-0.0072463768
193604	-6.79	-9.26	-7	-9.19	-7.43	0.5663485961	0.019252871	0
193605	4.97	4.6	5.91	4.8	7.4	0.5404874214	0.0186275943	0
193606	4.56	1.73	1.93	1.29	1.78	0.523178388	0.0208134501	0.0072992701
193607	4.32	7.39	6.69	4.65	9.65	0.5004246027	0.0217469882	0.0072463768
193608	0.76	0.64	2.06	-1.48	1.83	0.496121234	0.0196660344	0.0071942446
193609	1.5	1.32	-0.4	0.77	0.89	0.4915981409	0.021398483	0
193610	5.64	8.72	5.39	3.78	8.11	0.4657070279	0.021804227	0
193611	3.79	3.27	4.63	3.4	0.49	0.4502783539	0.022840762	0
193612	-5.01	3.43	1.01	-2.04	-1.18	0.4585881045	0.0252247216	0
193701	3.54	3.75	3.66	3.47	1.04	0.4465735628	0.0250032496	0.0071428571
193702	0.88	1.54	-2.2	-3.72	4.76	0.4407757653	0.0252076774	0
193703	-2.47	1.08	-3.3	-5.03	2.68	0.4586663806	0.0335068293	0.0070921986
193704	-7.09	-7.9	-6.43	-3.32	-6.83	0.4906180065	0.0281072644	0.0070422535
193705	-1.87	0	1.17	1.68	-3.33	0.4893824051	0.0282780631	0.006993007
193706	-5.41	-3.49	-0.01	-4.12	-8.94	0.5049610206	0.0312661665	0
193707	8.88	9.9	6.32	4.14	8.74	0.4646486604	0.027224932	0.0069444444
193708	-2.83	-5.6	-3.65	1.09	-8.34	0.481934502	0.0310644128	0
193709	-11.45	-15.74	-8.04	-10.76	-15.89	0.5531474413	0.0358467256	0.0068965517
193710	-8.94	-11	-6.21	-3.55	-10.13	0.6174176776	0.0409585636	0
193711	-10.75	-8.7	-4.05	-5.12	-6.85	0.6924198251	0.0420330184	-0.0068493151
193712	-7.29	-3.05	-1.84	-2.41	-6.63	0.7074886223	0.0317777282	-0.0068965517
193801	5.76	-1.2	-2.45	3.52	0.49	0.7015672438	0.0388040183	-0.0138888889
193802	4.82	8.38	0.69	8.61	4.88	0.6595186671	0.0322499621	-0.0070422535
193803	-20.45	-24.96	-22.25	-14.44	-29.74	0.8923698838	0.0338481247	0
193804	13.81	14.6	14.91	11.82	14.53	0.7907934802	0.0271633633	0.0070921986
193805	-2.78	-5.6	-0.87	1.71	-3.96	0.8195656209	0.0299799465	-0.0070422535
193806	21.24	27.74	18.89	10.07	24.86	0.659545862	0.0167466748	0
193807	10.87	6.26	3.41	5.8	10	0.6253541076	0.0170575032	0
193808	-0.65	-4.32	-0.42	0.36	-3.73	0.6340202484	0.0143103239	0
193809	0.46	1.39	1.2	-0.01	-1.25	0.6242488512	0.0118982151	0
193810	6.24	8.37	6.67	5.63	11.1	0.5819547881	0.0079344917	-0.0070921986
193811	-1.58	-1.77	-1.81	1.44	-2.02	0.5893739154	0.0085352672	0
193812	2.15	5.22	2.81	0.85	6.32	0.5720393884	0.0057217127	0
193901	-4.28	-7.38	-2.69	-0.96	-8.65	0.6142181413	-0.0036013643	0
193902	4.76	2.63	3.17	3.72	4.7	0.5994568907	0.0006149354	-0.0071428571
193903	-10.42	-13.53	-8.06	-4.33	-14.95	0.6606492718	-0.0012606856	0
193904	0.47	-0.7	0.43	1	-1.83	0.6784545879	-0.0018831933	-0.0071942446
193905	7.58	6.16	6.68	5.49	8.01	0.6303372413	-0.0023543238	0
193906	-3.59	-5.94	-5.55	1.1	-7.62	0.6667687361	-8.63519e-05	0
193907	10.02	10.44	9.61	3.08	11.59	0.6079854809	-0.0015621881	0
193908	-7.23	-6.02	-5.86	-5.43	-9.97	0.6480172606	-0.0030065253	0
193909	9.65	23.43	6.5	7.07	25.59	0.5800479489	-0.0021095516	0.0217391304
193910	2.26	-2.35	1.31	0.21	-1.59	0.5734790624	-0.0018527882	-0.0070921986
193911	-1.7	-5.48	-0.57	1.22	-5.05	0.5978447388	-0.0016991367	0
193912	3.37	2.9	3.18	3.77	2.38	0.5807053804	0.0025507841	0
194001	-0.71	-3.49	-1.85	-1.79	-2.66	0.5993256726	0.0077727052	-0.0071428571
194002	1.67	1.79	0.37	1.48	0.88	0.5943769619	0.0048402619	0.0071942446
194003	2.65	1.6	1.93	1.9	2.63	0.6479598753	0.0056787088	0
194004	0.58	0.36	-0.43	-0.31	-0.77	0.644074648	0.0058486658	0
194005	-23.34	-22.45	-16.86	-21.21	-24.01	0.8225778696	0.0066101852	0
194006	7.21	6.22	6.48	4.91	8.56	0.7832213665	0.0063697907	0.0071428571
194007	2.83	3.47	3.12	-0.52	3.38	0.7578880609	0.0081091893	-0.0070921986
194008	3.61	1.77	1.06	-2.29	2.88	0.7417752948	0.0090864626	0
194009	2.92	1.92	2.67	4.61	2.46	0.720747889	0.0096469388	0
194010	0.68	4.52	1.94	-3	5.3	0.7101998366	0.0094148326	0
194011	-1.15	-2.47	-0.77	-1.82	-0.09	0.7352149504	0.0101576525	0
194012	-0.77	1.5	1.21	-0.23	0.24	0.7290475101	0.0125891885	0.0071428571
194101	-4.11	-5.44	-2.28	-2.19	-1.62	0.7701603158	0.010853414	0
194102	-1.33	-1.64	-1.5	-4.69	-0.31	0.7837992949	0.0107702342	0
194103	0	0.96	1.21	1.77	1.81	0.8042698827	0.010060575	0.0070921986
194104	-6.4	-4.46	-7.32	-5.22	-4.44	0.8542496105	0.0104815348	0.0070422535
194105	0.03	3.24	0.09	-1.45	-0.93	0.8491783533	0.0099236032	0.006993007
194106	5.28	5.91	7.22	6.72	4.51	0.8015267176	0.0089675066	0.0208333333
194107	4.87	7.93	0.48	8.03	7.52	0.7663638481	0.0090298599	0
194108	1.65	-1.52	0.93	0.08	0.2	0.7745428863	0.0107250203	0.0136054422
194109	2.13	-2.32	-0.16	-0.21	-2.57	0.7782684119	0.0102838552	0.0134228188
194110	-6.86	-4.5	-5.66	-3.69	-4.11	0.8377185537	0.0116872081	0.0132450331
194111	-3.64	-0.61	-3.28	-2.93	-1.54	0.8608058608	0.0103646245	0.0065359477
194112	-7.7	-3.35	-5.13	-1.59	-5.36	0.8895097332	0.0103428263	0.0064935065
194201	3.11	-1.52	-0.43	-2.99	9.54	0.9021113244	0.0089351822	0.0129032258
194202	-1.58	-3.32	-1.35	-5.35	-1.86	0.9260649278	0.0093501527	0.0063694268
194203	-5.03	-6.83	-6.65	-5.54	-8.98	1.0348638601	0.0101204616	0.0126582278
194204	-4.6	-4.23	-5.81	-4.45	-2	1.0802307289	0.0110048192	0.00625
194205	9.84	3.59	7.78	14.69	3.55	1.0210150674	0.010525173	0.0124223602
194206	2.73	3.6	0.61	2.85	1.97	0.9967098897	0.0101983055	0
194207	2.9	3.36	3.3	1.6	6.59	0.974271661	0.0084862716	0.0061349693
194208	1.51	1.89	1.72	2.43	2.41	0.9686824038	0.0071526483	0.006097561
194209	0.97	3.21	3.38	0.26	3.38	0.9440014664	0.0062435384	0
194210	4.03	8.2	6.22	4.13	8.91	0.9074889868	0.0044262784	0.0121212121
194211	2.63	-1.36	2.36	1.58	-2.06	0.8995633188	0.0050957059	0.005988024
194212	5.39	5.82	2.88	8.69	4.47	0.8626465662	0.0018120043	0.005952381
194301	7.31	7.47	6.5	2.47	7.06	0.8213061159	0.0020883053	0
194302	4.81	6.25	6.3	3.64	9.43	0.7940790995	0.0025699914	0
194303	5.56	6.17	3.7	4.56	10.07	0.7834809988	0.0018918598	0.0177514793
194304	1.06	-0.23	2.75	1.4	2.19	0.78978447	0.0012510459	0.011627907
194305	6.78	5.39	5.35	5.13	5.58	0.7578977192	0.0009461828	0.0057471264
194306	3.81	1.28	2.34	0.5	-0.78	0.7462686567	0.0012001053	0
194307	-4.84	-5.02	-3.54	-3.26	-5.21	0.7795992714	0.0178236432	-0.0057142857
194308	2.44	0.92	0.72	0.26	1.41	0.7831942615	0.0139543192	-0.0057471264
194309	2.01	2.4	3.13	4.02	2.18	0.7636311733	0.013693478	0.0057803468
194310	-1.07	-1.07	-1.19	0.57	-1.08	0.7737363511	0.0168686484	0
194311	-4.8	-6.79	-3.85	-3.93	-7.97	0.8258084433	0.0190799607	0
194312	6.91	6.44	5.27	3.94	7.16	0.7874015748	0.0144225261	0
194401	2.23	1.3	0.75	0.29	4.48	0.7787481805	0.0192532185	0
194402	1.22	-0.03	-0.47	-2.64	2.06	0.7850330154	0.0194938253	0
194403	3.34	2.1	2.09	2.46	2.65	0.813886488	0.0191453147	0
194404	-1.47	-1.72	-1.18	-2.36	-2.45	0.8296013509	0.0200775805	0.0057471264
194405	6.14	5.09	3.19	5.68	4.28	0.794431946	0.0183973447	0
194406	6.94	4.89	5.14	3.85	5.94	0.7615581615	0.0182017583	0.0057142857
194407	-1.89	-1.5	-1.04	-1.24	-0.8	0.7733899117	0.0043229237	0.0056818182
194408	3.17	1.07	1.26	0.76	0.36	0.7687597796	0.0080697851	0
194409	0.54	-0.24	-0.16	0.43	0.11	0.7723327182	0.0089627427	0
194410	-0.84	0.49	0.78	1.09	0.69	0.7711731386	0.0065111807	0
194411	1.95	1.25	1.11	0.52	4.29	0.7669856784	0.0057837717	0
194412	2.71	4.39	2.54	1.71	8.45	0.7437635753	0.0190624465	0.0056497175
194501	1.59	3.74	-0.79	0.56	0.61	0.7353419666	0.0164538969	0
194502	5.34	6.97	4.66	4.25	7.85	0.7044887781	0.0148360524	0
194503	-3.66	-4.75	-1.93	-1.83	-3.53	0.7678826431	0.0159625278	0
194504	8.49	8.13	5.19	6.33	8.82	0.7150628627	0.0150858689	0
194505	2.73	0.42	2.8	4.11	3.09	0.7029114676	0.0197732119	0.0056179775
194506	-0.93	0.32	0.41	-4.65	4.46	0.7188430455	0.0194663167	0.0111731844
194507	-0.95	-2.75	0.32	-1.62	-5.47	0.7263015717	0.0204374124	0
194508	8.42	6	5.48	9.19	2.56	0.6787538011	0.018945103	0
194509	4.92	5.05	2.63	6.51	6.08	0.6568208317	0.0176069197	0
194510	4.39	3.82	1.57	6.61	5.76	0.6339764202	0.0185809993	0
194511	4.17	5.81	3.05	8.58	9.14	0.617883631	0.0189340334	0
194512	2.25	0.75	1.52	1.53	0.15	0.6132393344	0.0255252783	0.0055248619
194601	7.05	6.07	4.14	7.76	7.4	0.5780036156	0.0279694968	0
194602	-5.95	-5.67	-5.1	-4.31	-6.14	0.6223367878	0.0310909521	-0.0054945055
194603	6.15	7.17	1.65	14.57	4.67	0.6148526759	0.0311878756	0.0110497238
194604	4.01	5.56	1.64	14.67	1.7	0.5934129709	0.031306828	0.0054644809
194605	3.41	4.4	3.97	5.64	3.38	0.5780101752	0.0319999197	0.0054347826
194606	-5.49	-3.37	-2.48	-5.52	-3.26	0.5967318354	0.0335915715	0.0108108108
194607	-2.5	-2.43	-1.64	-3.22	-4.95	0.6087517365	0.0391749876	0.0588235294
194608	-6.54	-6.23	-6.95	-3.24	-6.78	0.6485543633	0.0432676449	0.0202020202
194609	-10.7	-9.55	-7.15	-7.03	-14.38	0.7116343812	0.0491119446	0.0099009901
194610	-1.32	-1.13	-4.05	-0.24	-0.46	0.7253916642	0.0485974813	0.0196078431
194611	-2.34	1.28	-0.05	1.67	0	0.7226999647	0.0480722812	0.0240384615
194612	4.44	5.92	4.21	7.23	2.77	0.6924379233	0.0360760605	0.0093896714
194701	3.08	0.33	3.05	-5.32	0.46	0.6800044336	0.0315384626	0
194702	0.18	-1.28	-2.06	-4.19	-1.27	0.6858580212	0.0301026572	0
194703	-2.34	-0.67	-2.21	-1.26	-3.33	0.7415349887	0.0310199797	0.0186046512
194704	-6.31	-3.98	-2.59	-8.6	-6.26	0.7700421941	0.0313459749	0
194705	-0.93	-0.77	-0.72	-2.68	-2.07	0.776366322	0.025894307	0
194706	7.26	6.15	0.09	4.19	3.18	0.7411167513	0.0264727428	0.00456621
194707	4.79	3.7	3.46	2.6	5.99	0.7173272191	0.0206405097	0.0090909091
194708	-1.82	-1.24	-1.89	-3.83	-3.18	0.7346938776	0.0231767917	0.0135135135
194709	-0.56	-0.59	0.98	-2.62	-0.97	0.7403233985	0.02405855	0.0222222222
194710	2.25	3.43	0.95	1.22	1.01	0.722732523	0.0230185724	0
194711	-2.16	-1.75	-1.59	-3.04	-1.98	0.7319926466	0.0259081445	0.0043478261
194712	1.04	4.48	1.44	3.1	3.7	0.725325679	0.0259215953	0.012987013
194801	-3.6	-4.7	-2.68	-8.23	-0.86	0.751888304	0.0277653867	0.0128205128
194802	-5.29	-4.37	-2.45	-3.53	-4.11	0.7877697842	0.029134401	-0.0084388186
194803	6.29	9.35	6.28	6.33	9.93	0.8414221219	0.0271870255	-0.0042553191
194804	2.31	5.14	1.04	2.14	3.24	0.8259930198	0.0274539336	0.0170940171
194805	8.67	7.03	7.51	6.78	6.79	0.7816923561	0.0255781215	0.0042016807
194806	-1.13	0.9	-0.51	-2.19	-0.82	0.7869735036	0.0238936692	0.0083682008
194807	-4.17	-5.66	-4.11	-4.25	-4.96	0.8222577621	0.02217932	0.0124481328
194808	1.01	-0.44	1.51	-1.9	1.53	0.8205382202	0.0192268027	0.0040983607
194809	-3.1	-3.04	-1.67	-3.08	-3.42	0.8362310712	0.0191280822	0
194810	5.05	7.23	3.89	5.19	4.95	0.7919056724	0.018133741	-0.0040816327
194811	-7.78	-10.69	-5.64	-5.74	-10.58	0.870911215	0.0177915373	-0.0081967213
194812	1.72	4.09	3.58	4.54	2.87	0.8409475465	0.0150145541	-0.0041322314
194901	2.6	-0.51	-1.3	4.57	0.31	0.8324028584	0.0132976714	-0.0041493776
194902	-2.54	-3.19	-2.22	-0.93	-3.17	0.8615509072	0.0172190437	-0.0083333333
194903	3.6	4.38	3.5	5.5	4.89	0.9017504235	0.0146589662	0
194904	-2.38	-1.36	-2.66	0.24	-1.54	0.9174997127	0.0152887455	0.0042016807
194905	-0.93	-3.7	-3.7	-1.88	-2.67	0.9485626039	0.0169014375	-0.0041841004
194906	1.62	-0.39	0.64	2.16	-1.37	0.9538884243	0.0168124176	0.0042016807
194907	6.24	5.85	4.48	6	4.19	0.9077989995	0.0195114004	-0.0083682008
194908	2.78	3.44	0.87	0.19	1.45	0.8938766372	0.0194408008	0.0042194093
194909	2.63	3.66	2.36	1.86	3.4	0.8750205468	0.0233434075	0.0042016807
194910	2.91	3.68	2.77	3.38	2.44	0.8425662129	0.0222332996	-0.0083682008
194911	2.76	1.32	2.74	4.81	1.21	0.833724876	0.0236431599	0.0042194093
194912	5.94	4.35	5.27	8.7	7.17	0.7964292839	0.0271755847	-0.0084033613
195001	1.26	1.47	3.21	1.06	3.19	0.7914168195	0.027102233	-0.0042372881
195002	1.91	1.29	2.06	1.92	1.02	0.7849980338	0.0254916448	0
195003	0.28	1.93	3.46	-2.9	-0.68	0.8255277845	0.029291342	0.0042553191
195004	3.22	5.21	3.58	5.52	1.5	0.7964974714	0.0263975189	0
195005	3.81	6.18	1.07	3.96	1.36	0.7613463432	0.0285722636	0.0042372881
195006	-4.8	-6.11	-6.17	-4.19	-6.8	0.8134474678	0.0303966588	0.0042194093
195007	-1.01	2.81	-2.09	-6.94	7.49	0.8123209169	0.0301173474	0.012605042
195008	5.84	5.25	3.84	3.68	2.3	0.7843408494	0.0295508723	0.0082987552
195009	7.16	4.21	2.17	6.15	6.52	0.7514578547	0.0259142089	0.0041152263
195010	0.29	0.22	-0.63	-1.76	-1.52	0.7559664015	0.0273410383	0.0081967213
195011	-0.6	4.64	1.18	4.68	3.94	0.7473637961	0.0255401327	0.0040650407
195012	2.37	6.84	2.88	6.06	11.04	0.7225384419	0.0313582559	0.012145749
195101	5.86	6.03	4.82	3.1	6.4	0.6835992445	0.0300450784	0.016
195102	2.17	1.41	2.46	1.46	-0.41	0.674866098	0.0311200524	0.0118110236
195103	-1.24	-2.6	-1	1.7	-2.84	0.7813946002	0.0326867713	0.0038910506
195104	1.66	7.12	2.03	10.41	3.74	0.7494307876	0.0320924792	0
195105	-2.73	-2.13	-1.62	1.57	-3.26	0.7778890447	0.0306750269	0.003875969
195106	-4.46	-1.77	-0.91	0.83	-5.11	0.8003626772	0.0363411209	0
195107	3.06	8.92	4.41	14.42	7.39	0.7531218491	0.0325985964	0
195108	4.43	4.76	4.31	-1.38	3.46	0.7185938945	0.0303211996	0
195109	1.63	0.06	1.76	-1.84	3.59	0.7161823278	0.0287995059	0.0077220077
195110	-2.74	-1.67	-3.55	-5.94	-3.62	0.7402325138	0.0291442552	0.0038314176
195111	1.08	0.2	1.33	-0.5	2.12	0.7432923795	0.0316209665	0.0076335878
195112	1.5	4.42	3.03	5.11	2.13	0.7213163466	0.0361507878	0.0037878788
195201	-0.35	2.56	-0.91	0.73	3.32	0.7174258377	0.0351506982	0
195202	-1.61	-3	-2.09	-4.22	-1.58	0.7466933251	0.0348717046	-0.0075471698
195203	4.27	4.88	3.16	0.37	5.85	0.7518741186	0.0320941367	0
195204	-2.79	-6.27	-2.17	-5.46	-3.38	0.7863990995	0.0332314494	0.0038022814
195205	2.96	3.8	2.03	2.53	2.94	0.7705179889	0.0321491207	0
195206	3.76	4.22	3.94	-0.97	4.02	0.7387150879	0.0277312703	0.0037878788
195207	1.7	1.06	0.95	-4.39	1.15	0.724710259	0.0279228246	0.0075471698
195208	1.03	-1.42	0.27	-0.55	-0.13	0.736620128	0.0280428787	0
195209	-1.49	-2.44	0.29	-4.1	-1.36	0.7486789106	0.031038055	0
195210	-0.26	-0.54	-0.12	-1.47	-1.57	0.7525164358	0.0299273118	0
195211	5.79	5.81	6.49	7.25	7.27	0.7142353522	0.0265501524	0
195212	3.6	3.13	1.86	-1.96	3.74	0.6940733128	0.0265347164	0
195301	0.75	-0.51	-0.62	-5.12	1.07	0.6991752079	0.025934035	-0.0037453184
195302	0.07	-0.31	0.04	2.09	-0.22	0.7127027122	0.026515491	-0.0037593985
195303	-2.43	-0.96	-0.63	-0.16	-1.44	0.7624968735	0.0240133528	0.0037735849
